Species_name	Subfam	Tribe	DIAM	DEN	VEL	FL	RH	MPH	Clim	GF	SOL	CL	RM	MT	MUL	VD	T	FT	LF	GTT	SEP	VCT	AP	APOPARA	DIF	DIA	BAN	SCA	VAS	RW	PC	PCR	PCA	PCP	MI	CV	LA	CorSal	CorFun	CorCam	CorTub	CorRot	AntICH	AntIEE	AntFEx	AntICTH	CorCor	GynCor	AntASH	AntEES	AntAgg	PolMon	PolTet	PolPol	FruPD	FruPF
Gonolobus_parviflorus	ASC	Asc	90	11	500	440	370	5	Present	Climbing	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	FT	Absent	ThinThick	Present	Para	Absent	Absent	Absent	Present	Absent	Uni+Multi	Absent	Absent	Absent	Absent	Druses	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Kanahia_laniflora	ASC	Asc	35	72	270	370	370	3	Absent	Erect	Present	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Absent	Thin	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Uni	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Matelea_pedalis	ASC	Asc	60	56	250	430	150	1	Present	Climbing	Present	Present	Absent	CL	Present	Absent	Absent	Absent	Present	LF	Absent	ThinThick	Present	Para	Absent	Absent	Absent	Present	Absent	Uni	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Minaria_acerosa	ASC	Asc	42	62	160	340	130	1	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	LF	Absent	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Uni	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Minaria_grazielae	ASC	Asc	35	104	160	330	130	1	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	FT	Absent	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Uni	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Orthosia_scoparia	ASC	Asc	80	69	310	420	220	2	Present	Climbing	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	FT+LF	Absent	ThinThick	Present	Para	Absent	Absent	Absent	Present	Absent	Uni	Present	Present	Present	AxialParenchyma+Rays	PrismaticCrystals	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Peplonia_organensis	ASC	Asc	80	40	360	460	160	NA	Present	Climbing	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	FT	Absent	ThinThick	Present	Para	Absent	Absent	Absent	Present	Absent	Uni	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Present	Absent	Absent	Absent	Present	Absent	Present	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Vincetoxicum_anomalum	ASC	Asc	91	54	450	720	340	3	Present	Climbing	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	FT	Present	ThinThick	Present	Para	Absent	Absent	Absent	Present	Absent	Uni	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Present	NA	NA	NA	NA	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Vincetoxicum_sylvaticum	ASC	Asc	140	14	340	740	1470	3	Present	Climbing	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	FT	Absent	Thin	Present	Apo+Para	Absent	Absent	Present	Present	Absent	Multi	Present	Present	Absent	Rays	PrismaticCrystals	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Leptadenia_arborea	ASC	Cer	165	5	300	670	1150	4	Present	Climbing	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	FT	Absent	ThinThick	Present	Apo+Para	Absent	Absent	Present	Present	Absent	Multi	Present	Present	Absent	Rays	PrismaticCrystals	Present	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Leptadenia_lanceolata	ASC	Cer	140	7	340	600	710	7	Present	Climbing	Present	Present	Absent	CL	Present	Present	Absent	Present	Absent	FT	Absent	ThinThick	Present	Apo	Absent	Absent	Present	Absent	Absent	Multi	Present	Present	Absent	Rays	PrismaticCrystals	Present	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent	Present	NA	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Gongronemopsis_tenacissima	ASC	Mar	150	19	310	970	638	10	Present	Climbing	Present	Present	Absent	CL	Present	Present	Absent	Present	Present	FT+LF	Absent	Thin	Present	Para	Absent	Absent	Absent	Present	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Gymnema_sylvestre	ASC	Mar	155	8	340	665	860	5	Present	Climbing	Absent	Present	Absent	CL	Present	Absent	Absent	Present	Absent	FT	Present	Thin	Present	Apo	Absent	Absent	Present	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Cryptostegia_grandiflora	PER	PER	40	36	320	540	470	2	Absent	Erect	Present	Present	Absent	CL	Present	Present	Absent	Absent	Present	LF	Absent	Thin	Present	Apo+Para	Absent	Present	Present	Present	Absent	Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Present	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Present	Absent	Present	Absent
Pentopetia_grevei	PER	PER	50	86	285	600	330	4	Absent	Erect	Absent	Present	Absent	CL	Present	Present	Present	Absent	Present	T+LF	Absent	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Present	Present	Present	AxialParenchyma+Rays	PrismaticCrystals	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Periploca_graeca	PER	PER	105	33	250	505	695	9	Present	Climbing	Present	Present	Absent	CL	Present	Present	Absent	Present	Absent	FT	Absent	Thin	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Absent	Present	Absent
Periploca_laevigata	PER	PER	50	75	245	635	200	2	Absent	Erect	Absent	Present	Absent	CL	Present	Present	Present	Present	Absent	T+FT	Absent	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Present	Present	Present	AxialParenchyma+Rays	PrismaticCrystals	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Absent	Present	Absent
Tacazzea_apiculata	PER	PER	135	18	440	825	628	20	Present	Climbing	Present	Present	Absent	CL	Present	Present	Absent	Present	Present	FT+LF	Absent	Thin	Present	Para	Present	Absent	Absent	Present	Absent	Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Absent	Present	Absent
Alstonia_scholaris	RAU	Als	80	8	930	1870	268	60	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Absent	Thin	Present	Apo	Absent	Absent	Present	Absent	Absent	Multi	Present	Absent	Present	AxialParenchyma	Various	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Dyera_costulata	RAU	Als	135	6	920	1790	470	80	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Absent	Thin	Present	Apo	Absent	Absent	Present	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent
Alyxia_spicata	RAU	Aly	100	26	430	730	390	2	Present	Climbing	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	T	Absent	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Uni+Multi	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Chilocarpus_suaveolens	RAU	Aly	150	13	600	1230	740	NA	Present	Climbing	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	T	Absent	Thin	Present	Apo+Para	Absent	Present	Absent	Present	Absent	Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Aspidosperma_australe	RAU	Asp	40	136	560	1110	130	20	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	LF	Absent	ThinThick	Present	Apo	Present	Absent	Absent	Absent	Absent	Uni	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent
Aspidosperma_cylindrocarpon	RAU	Asp	65	49	780	1760	225	16	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	FT+LF	Absent	Thick	Present	Apo	Absent	Present	Absent	Absent	Absent	Multi	Present	Present	Present	AxialParenchyma+Rays	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent
Aspidosperma_desmanthum	RAU	Asp	100	14	NA	NA	430	40	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	LF	Absent	Thick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent
Aspidosperma_excelsum	RAU	Asp	80	23	890	1490	270	35	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	FT+LF	Absent	Thick	Present	Apo	Absent	Present	Present	Absent	Absent	Uni+Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent
Aspidosperma_spruceanum	RAU	Asp	130	14	800	1740	260	55	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	FT+LF	Absent	Thick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Uni+Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent
Geissospermum_laeve	RAU	Asp	90	11	NA	NA	245	22	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	FT+LF	Absent	Thick	Present	Apo	Present	Present	Absent	Absent	Absent	Uni+Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Acokanthera_oblongifolia	RAU	Car	40	33	500	1300	290	6	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	FT	Absent	ThinThick	Present	Apo	Absent	Present	Present	Absent	Absent	Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Carissa_bispinosa	RAU	Car	NA	NA	NA	NA	NA	6	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	FT	Absent	Thick	Present	Apo	Present	Present	Absent	Absent	Absent	Uni+Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Carissa_carandas	RAU	Car	40	59	660	1180	340	4	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	FT	Absent	ThinThick	Present	Apo	Present	Absent	Absent	Absent	Absent	Uni+Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Carissa_spinarum	RAU	Car	50	66	530	1130	350	3	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	FT	Absent	ThinThick	Present	Apo	Absent	Present	Absent	Absent	Absent	Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Gonioma_kamassi	RAU	Hun	30	45	490	1040	185	9	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	FT	Absent	Thick	Present	Apo	Absent	Present	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent
Hunteria_umbellata	RAU	Hun	35	42	535	1350	255	22	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	FT	Absent	Thick	Present	Apo	Absent	Present	Present	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Picralima_nitida	RAU	Hun	55	42	800	1930	805	35	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	FT+LF	Absent	Thick	Present	Apo	Absent	Present	Present	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Pleiocarpa_mutica	RAU	Hun	40	41	720	1540	375	8	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	FT+LF	Absent	Thick	Present	Apo	Absent	Present	Present	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Craspidospermum_verticillatum	RAU	Mel	NA	NA	NA	NA	NA	15	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	FT+LF	Absent	Thin	Present	Apo	Absent	Absent	Present	Absent	Absent	Uni+Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Present	Absent
Diplorhynchus_condylocarpon	RAU	Mel	40	39	550	1675	320	12	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	T+FT	Absent	Thin	Present	Apo+Para	Absent	Present	Absent	Present	Absent	Multi	Present	Present	Absent	Rays	PrismaticCrystals	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Melodinus_australis	RAU	Mel	130	21	NA	NA	425	10	Present	Climbing	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	T+FT	Absent	ThinThick	Present	Apo+Para	Present	Absent	Absent	Present	Absent	Uni+Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Cerbera_manghas	RAU	Plu	NA	NA	NA	NA	NA	20	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Absent	ThinThick	Present	Apo+Para	Absent	Absent	Present	Absent	Present	Uni+Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Cerbera_odollam	RAU	Plu	80	13	720	970	310	12	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Absent	Thin	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Uni	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Himatanthus_bracteatus	RAU	Plu	80	14	NA	NA	315	20	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Absent	ThinThick	Present	Apo	Absent	Present	Present	Absent	Absent	Uni+Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent
Plumeria_alba	RAU	Plu	60	26	770	1870	430	4	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Absent	Thick	Present	Apo	Absent	Present	Absent	Absent	Absent	Uni+Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent
Plumeria_obtusa	RAU	Plu	70	5	880	1130	440	4	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	LF	Absent	Thin	Present	Apo	Absent	Present	Absent	Absent	Absent	Uni	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent
Plumeria_rubra	RAU	Plu	55	32	770	2000	385	7	Absent	Erect	Present	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Absent	Thick	Present	Apo	Absent	Present	Present	Absent	Absent	Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent
Thevetia_ahouai	RAU	Plu	40	61	500	865	705	5	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Absent	Thin	Present	Apo	Present	Absent	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Ambelania_acida	RAU	Tab	60	10	1030	1940	710	25	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Present	Absent	FT	Absent	Thin	Present	Apo	Absent	Present	Present	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Callichilia_barteri	RAU	Tab	30	117	830	1200	1695	1	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	Thin	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Callichilia_subsessilis	RAU	Tab	25	95	1000	1520	495	3	Absent	Erect	Present	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	Thin	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Various	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Crioceras_dipladeniiflorus	RAU	Tab	NA	NA	NA	NA	NA	2	NA	Erect	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Present	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Macoubea_guianensis	RAU	Tab	110	6	1200	2230	755	25	Absent	Erect	Present	Absent	Present	RM	Present	Absent	Absent	Present	Absent	FT	Absent	Thin	Present	Apo	Absent	Present	Present	Absent	Absent	Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Mucoa_duckei	RAU	Tab	75	17	1110	1900	855	8	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Present	Absent	FT	Absent	ThinThick	Present	Apo	Absent	Present	Absent	Absent	Absent	Multi	Present	Absent	Present	AxialParenchyma	Various	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Tabernaemontana_africana	RAU	Tab	NA	NA	NA	NA	NA	25	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Present	Absent	FT	Present	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Present	Present	Absent	Rays	Various	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Tabernaemontana_aurantiaca	RAU	Tab	60	75	930	1600	970	15	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	Thin	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Tabernaemontana_catharinensis	RAU	Tab	NA	NA	NA	NA	NA	10	Absent	Erect	Present	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Uni+Multi	Absent	Absent	Absent	Absent	Various	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Tabernaemontana_citrifolia	RAU	Tab	NA	NA	NA	NA	NA	3	Absent	Erect	Present	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Uni+Multi	Present	Present	Absent	Rays	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Tabernaemontana_columbiensis	RAU	Tab	50	55	1030	1670	1475	4	Absent	Erect	Present	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	Thin	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Various	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Tabernaemontana_crassa	RAU	Tab	60	56	1190	1910	895	15	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	Thin	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Present	Present	Absent	Rays	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Tabernaemontana_cymosa	RAU	Tab	60	67	710	1530	598	20	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	Thin	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Tabernaemontana_donnell-smithii	RAU	Tab	NA	NA	NA	NA	NA	21	NA	Erect	NA	NA	NA	NA	NA	NA	Absent	Absent	Present	LF	Present	ThinThick	Present	Para	Absent	Absent	Absent	Present	Absent	Multi	Present	Present	Absent	Rays	PrismaticCrystals	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Tabernaemontana_eglandulosa	RAU	Tab	45	73	750	1170	455	40	Absent	Erect	Present	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	Thin	Present	Para	Absent	Absent	Absent	Present	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Tabernaemontana_laeta	RAU	Tab	NA	NA	NA	NA	NA	3	Absent	Erect	Present	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
